age,income,visa_type,language_score,job_experience,country_risk,prior_rejection,funds_available,ties_to_home,rejected
42,76135.0,Student,4.1,10,1,0,6718.0,0.75,0
54,11045.0,Work,4.3,21,3,1,3943.0,0.43,1
18,19012.0,Work,8.2,6,2,0,36225.0,0.68,0
32,54344.0,Work,6.8,17,2,0,66511.0,0.72,0
54,45252.0,Work,5.9,16,2,0,23604.0,0.97,0
30,9325.0,Work,7.7,13,3,0,44897.0,0.77,0
57,9266.0,Work,4.6,7,3,0,46178.0,0.91,1
25,10124.0,Tourist,5.4,7,1,0,23945.0,0.89,0
22,122301.0,Work,7.6,6,3,0,61782.0,0.83,0
26,1349.0,Work,5.0,24,1,0,36875.0,0.56,0
18,17277.0,Work,7.0,8,2,0,43343.0,0.91,0
53,233006.0,Work,6.2,11,1,0,33572.0,0.83,0
52,63295.0,Student,5.0,2,3,1,189474.0,0.81,1
19,106558.0,Work,8.4,0,3,1,59214.0,0.4,1
57,17640.0,Student,6.2,14,1,0,23470.0,0.95,0
40,3845.0,Student,7.0,8,2,0,64352.0,0.3,0
26,23945.0,Work,5.3,16,3,0,35906.0,0.52,0
51,7837.0,Student,5.7,11,1,1,74040.0,0.77,1
31,625327.0,Tourist,4.2,16,1,0,88020.0,0.4,0
21,17374.0,Work,6.4,12,2,0,89698.0,0.84,0
47,57308.0,Work,5.7,12,3,0,223104.0,0.4,0
48,283109.0,Student,5.6,14,1,0,49093.0,0.3,0
55,4251.0,Work,8.4,20,2,0,97651.0,0.32,0
28,721.0,Work,7.5,17,3,0,36647.0,0.45,1
52,45937.0,Student,6.3,14,1,1,44412.0,0.68,0
25,60931.0,Tourist,5.0,17,1,0,42978.0,0.35,0
20,11835.0,Student,8.9,4,2,0,27621.0,0.55,0
31,3888.0,Work,4.4,6,3,0,31419.0,0.43,1
30,35057.0,Tourist,4.7,5,2,0,20375.0,0.92,0
49,21256.0,Tourist,5.4,4,3,0,118067.0,0.49,0
51,35714.0,Work,8.8,18,1,0,31142.0,0.76,0
36,4026.0,Work,5.4,8,2,0,79661.0,0.81,0
55,35853.0,Tourist,6.5,23,1,0,40460.0,0.4,0
33,75305.0,Tourist,7.8,10,2,0,13888.0,0.39,0
19,2301.0,Work,8.6,2,2,0,11635.0,0.94,0
57,196934.0,Work,7.0,6,1,0,187647.0,0.41,0
34,32265.0,Work,5.9,2,2,0,13859.0,0.69,0
51,78938.0,Student,8.9,5,2,0,10438.0,0.72,0
59,3234.0,Student,4.1,18,3,0,77933.0,0.52,1
33,61321.0,Work,8.2,15,3,0,4664.0,0.64,0
55,1869.0,Student,5.4,7,3,0,9572.0,0.51,1
19,5312.0,Work,8.1,18,3,0,16296.0,0.88,0
19,32697.0,Work,4.8,20,2,0,175229.0,0.41,0
43,14561.0,Work,5.7,18,3,0,52045.0,0.51,0
30,22954.0,Student,4.3,15,3,0,243926.0,0.65,0
48,396757.0,Work,5.0,7,3,0,82938.0,0.51,0
51,22420.0,Tourist,7.0,9,1,0,46859.0,0.9,0
56,63867.0,Work,7.8,8,1,0,112311.0,0.93,0
20,19927.0,Student,8.6,15,1,0,148271.0,0.86,0
25,19061.0,Work,4.6,21,1,0,677674.0,0.92,0
40,5078.0,Tourist,4.7,13,2,0,6795.0,0.6,0
31,38261.0,Work,8.7,9,1,0,9017.0,0.68,0
44,987784.0,Work,7.8,3,1,0,22608.0,0.74,0
46,25129.0,Student,6.7,9,3,0,273829.0,0.85,0
56,14757.0,Student,6.4,19,2,0,51909.0,0.54,0
56,121809.0,Student,4.8,20,1,0,20453.0,0.34,1
18,102151.0,Student,5.9,14,3,0,131444.0,0.91,0
34,42556.0,Work,5.9,18,1,1,15533.0,0.84,0
58,13869.0,Work,7.2,10,2,0,384465.0,0.65,0
47,122595.0,Work,7.0,19,3,0,66748.0,0.36,0
30,26407.0,Student,4.3,13,2,0,126257.0,0.6,0
38,86737.0,Work,8.2,14,2,0,42160.0,0.34,0
36,6445.0,Work,8.7,3,1,0,19632.0,0.68,0
36,9136.0,Tourist,7.9,16,1,0,69744.0,0.35,0
42,25472.0,Student,4.9,0,2,0,50175.0,0.82,0
39,3454.0,Student,4.9,24,3,1,42062.0,0.38,1
48,12647.0,Work,7.6,18,1,0,18394.0,0.56,0
34,3231.0,Work,6.2,4,3,0,540013.0,0.51,0
40,2171.0,Tourist,7.9,17,2,0,36826.0,0.45,0
49,850848.0,Work,4.4,16,3,0,19561.0,0.96,0
27,8836.0,Tourist,7.6,22,2,0,56892.0,0.83,0
27,10081.0,Work,6.1,9,2,0,185438.0,0.83,0
53,24843.0,Student,4.2,8,1,0,1000658.0,0.57,0
25,4480.0,Tourist,6.7,3,3,0,1609.0,0.81,1
37,10379.0,Student,7.5,19,1,0,62546.0,0.64,0
49,345108.0,Student,6.6,18,3,0,189769.0,0.63,0
31,37690.0,Tourist,4.6,2,2,0,4558.0,0.87,0
45,96676.0,Student,8.1,17,1,0,48270.0,0.54,0
41,233372.0,Student,5.6,2,2,0,88800.0,0.36,0
32,30211.0,Student,8.6,20,3,0,58014.0,0.33,0
39,15806.0,Work,8.5,7,2,0,13978.0,0.89,0
47,2564.0,Student,5.0,23,1,0,114537.0,0.86,0
21,12403.0,Student,6.4,4,3,0,4370.0,0.69,0
30,17262.0,Work,4.7,0,2,0,8243.0,0.54,0
40,6562.0,Tourist,7.4,17,1,0,50096.0,0.46,0
25,223650.0,Student,8.3,23,3,0,44309.0,0.88,0
35,115087.0,Work,7.2,13,3,0,176861.0,0.38,0
29,96598.0,Work,5.3,24,2,0,7941.0,0.89,0
48,18503.0,Student,4.4,6,2,0,20187.0,0.51,0
31,4677.0,Student,4.3,8,3,0,30208.0,0.45,1
51,161458.0,Work,7.1,24,2,0,48872.0,0.95,0
35,36426.0,Work,8.8,13,2,0,39483.0,0.58,0
51,70237.0,Student,7.5,15,1,1,87364.0,0.97,0
28,55763.0,Student,7.7,15,1,0,636.0,0.75,0
58,35099.0,Student,5.6,21,1,1,54433.0,0.72,1
29,442159.0,Work,6.9,5,3,1,42808.0,0.57,1
32,8217.0,Work,5.6,6,3,0,44353.0,0.48,1
48,13858.0,Work,8.5,0,2,0,50353.0,0.37,1
46,258264.0,Work,4.7,10,2,0,407578.0,0.71,0
43,24912.0,Tourist,7.2,8,2,0,8434.0,0.34,0
35,18235.0,Tourist,7.7,0,2,0,88537.0,0.58,0
49,15070.0,Work,7.5,23,3,0,9137.0,0.9,0
39,61020.0,Work,5.3,17,2,0,35879.0,0.94,0
55,15616.0,Student,6.4,9,2,0,58061.0,0.6,0
34,13196.0,Student,7.3,12,1,0,15742.0,0.55,0
40,59529.0,Work,8.7,22,3,0,19780.0,0.66,0
41,25334.0,Tourist,6.5,4,1,0,5419.0,0.37,0
25,4846.0,Student,5.5,7,1,0,5921.0,0.38,0
58,23110.0,Work,5.9,12,3,0,12714.0,0.33,1
23,178402.0,Tourist,6.7,15,3,0,66197.0,0.91,0
22,69422.0,Tourist,8.9,6,1,1,26856.0,0.86,0
46,214694.0,Work,7.1,7,3,0,45845.0,0.48,0
45,7354.0,Student,4.8,17,3,0,29774.0,0.78,1
28,109682.0,Student,8.2,8,1,0,94185.0,0.92,0
18,8327.0,Student,4.9,21,1,0,37130.0,0.87,0
36,3468.0,Work,4.2,10,1,0,9099.0,0.43,0
26,6604.0,Student,4.5,21,2,0,36162.0,0.51,0
44,26826.0,Student,7.9,21,2,0,30899.0,0.5,0
51,102943.0,Work,8.5,16,1,0,6089.0,0.61,0
21,35088.0,Work,5.3,13,1,1,86393.0,0.64,0
53,17502.0,Work,6.5,22,1,0,81909.0,0.5,0
35,4683.0,Tourist,7.0,1,2,1,92122.0,0.9,1
32,63449.0,Student,6.1,14,3,1,47242.0,0.34,1
30,93474.0,Work,4.3,17,1,0,27836.0,0.66,0
36,34456.0,Work,4.3,4,3,0,39037.0,0.55,0
23,4544.0,Student,6.2,21,3,1,67334.0,0.86,1
29,74092.0,Work,8.0,0,1,0,37188.0,0.96,0
54,138811.0,Work,4.4,15,3,0,173187.0,0.38,0
34,219592.0,Work,5.0,11,2,0,132522.0,0.61,0
40,11424.0,Student,5.3,13,2,0,25235.0,0.59,0
43,42381.0,Tourist,6.8,16,2,0,13344.0,0.31,0
46,9879.0,Tourist,4.2,0,3,0,49299.0,0.9,0
50,5522.0,Student,8.3,13,2,0,149909.0,0.45,0
44,236761.0,Work,6.4,14,3,0,81626.0,0.36,0
42,51372.0,Work,6.4,22,2,0,29738.0,0.93,0
27,153142.0,Student,5.6,11,2,0,9579.0,0.5,0
40,3508.0,Work,5.1,16,1,0,2158.0,0.69,0
38,33949.0,Student,5.8,8,2,1,17057.0,0.7,0
38,47214.0,Tourist,8.6,2,2,0,54072.0,1.0,0
30,6322.0,Work,4.5,11,1,1,23753.0,0.88,1
54,205204.0,Tourist,4.3,12,2,0,5559.0,0.46,0
50,15241.0,Student,4.6,1,2,0,35045.0,0.73,0
41,43497.0,Student,7.9,21,1,0,323826.0,0.32,0
28,9649.0,Work,4.2,14,3,0,14695.0,0.7,0
34,3672.0,Tourist,5.7,1,1,0,11215.0,0.95,0
21,86646.0,Work,6.1,4,1,0,89627.0,0.36,0
42,38894.0,Work,6.5,20,3,0,75912.0,0.37,0
47,31441.0,Work,4.0,8,3,0,7283.0,0.33,0
26,14512.0,Student,6.4,13,2,0,25992.0,0.7,0
38,37337.0,Work,5.0,12,3,0,3782.0,0.54,0
37,147172.0,Work,4.5,3,3,0,197962.0,0.36,0
36,7897.0,Student,6.7,7,1,1,133277.0,0.47,1
36,51042.0,Student,7.7,22,2,0,63324.0,0.93,0
29,29844.0,Work,8.7,6,1,0,110502.0,0.53,0
54,16704.0,Work,8.6,16,2,0,39248.0,0.41,0
59,1866.0,Work,6.0,21,1,0,24343.0,0.57,0
34,21634.0,Student,7.5,5,1,0,2356.0,0.53,0
54,60417.0,Work,7.5,7,3,1,271691.0,0.76,1
56,35809.0,Work,6.1,21,3,0,69536.0,0.47,1
45,2545.0,Work,4.5,7,3,0,186982.0,0.3,1
58,142998.0,Work,5.9,12,1,0,42251.0,0.82,0
52,260897.0,Tourist,9.0,21,2,0,10708.0,0.65,0
35,18690.0,Work,6.8,7,3,0,180095.0,0.45,0
31,705466.0,Tourist,5.7,4,2,0,6780.0,0.59,0
52,6347.0,Work,7.7,8,2,0,130761.0,0.62,0
58,3268.0,Student,7.4,19,1,0,109553.0,0.93,0
24,4807.0,Student,6.9,21,3,0,172528.0,0.31,1
58,31815.0,Student,7.2,1,3,0,70539.0,0.95,1
30,1529.0,Student,6.9,2,1,0,12478.0,0.33,0
35,13817.0,Work,8.8,3,2,1,6949.0,0.99,1
54,1797353.0,Work,6.5,18,2,1,149870.0,0.65,0
30,2308.0,Work,7.0,6,3,0,29418.0,0.61,0
53,9695.0,Work,6.4,8,3,0,46219.0,0.81,0
48,4656.0,Work,7.0,5,2,0,43008.0,0.32,0
19,14368.0,Student,8.5,2,2,1,73685.0,0.88,1
33,13066.0,Student,5.7,13,1,0,2570.0,0.93,0
26,8068.0,Work,6.5,12,1,0,52471.0,0.35,0
26,17423.0,Student,6.2,12,1,0,16083.0,0.63,0
55,56943.0,Student,6.0,24,3,0,25173.0,0.55,0
28,175961.0,Student,8.1,0,2,0,18224.0,0.82,0
39,14377.0,Student,5.2,14,1,0,14027.0,0.83,0
50,22218.0,Student,6.5,4,2,1,2529.0,0.72,0
53,44129.0,Work,8.6,20,1,0,17814.0,0.87,0
40,3451.0,Student,4.8,1,3,0,60109.0,0.77,1
51,17519.0,Student,4.0,4,2,0,98829.0,0.65,0
26,10319.0,Work,5.3,16,1,0,48473.0,0.7,0
41,91849.0,Student,8.6,0,2,0,5268.0,0.52,0
25,304900.0,Work,4.4,3,3,0,54045.0,0.61,0
24,6866.0,Student,4.7,14,2,0,94179.0,0.95,0
53,150239.0,Tourist,5.6,14,3,0,9800.0,0.82,0
35,2471.0,Work,7.8,21,1,0,3573.0,0.46,0
20,29763.0,Student,7.8,15,2,0,52149.0,0.36,0
45,32533.0,Student,4.4,12,3,0,72639.0,0.35,1
23,2378.0,Student,8.7,13,1,1,413510.0,0.9,1
38,6357.0,Work,5.2,1,1,0,41656.0,0.88,0
45,5494.0,Work,5.4,20,2,0,80020.0,0.52,0
57,3081.0,Student,5.9,9,2,0,319821.0,0.31,1
18,404.0,Tourist,7.2,4,3,0,6244.0,0.6,0
53,16141.0,Student,6.6,2,1,0,167461.0,0.53,0
38,19338.0,Work,8.6,19,3,0,7421.0,0.39,0
52,19112.0,Tourist,6.8,10,2,0,8232.0,0.44,0
30,69464.0,Tourist,8.3,12,1,0,15666.0,0.72,0
27,1204.0,Work,4.4,1,1,0,1572.0,0.8,0
27,12437.0,Tourist,8.3,6,3,0,50020.0,0.7,0
30,1024758.0,Tourist,5.0,2,2,0,8542.0,0.42,0
54,83294.0,Tourist,5.8,12,1,0,247453.0,0.52,0
55,84010.0,Student,5.6,5,1,0,142340.0,0.79,0
41,4794.0,Student,5.7,8,1,0,58444.0,0.36,0
19,16418.0,Student,8.6,22,2,0,53266.0,0.78,0
39,699.0,Tourist,6.2,19,3,0,190661.0,0.9,0
34,53009.0,Student,5.3,1,1,0,21975.0,0.85,0
53,179953.0,Student,5.5,11,2,0,20004.0,0.7,0
31,2503.0,Student,8.0,14,3,0,3972.0,0.93,0
27,3873.0,Work,6.7,22,2,0,44940.0,0.34,0
52,20993.0,Work,6.2,23,1,0,242065.0,0.67,0
42,27721.0,Student,8.6,15,1,0,6714.0,0.84,0
20,9773.0,Work,8.7,2,1,0,196666.0,0.62,0
55,6483.0,Student,7.8,13,1,0,24353.0,0.99,0
34,6588.0,Student,6.6,22,3,0,109818.0,0.31,1
29,20465.0,Tourist,4.6,0,2,0,1551.0,0.53,0
41,53061.0,Work,7.5,15,2,0,8960.0,0.92,0
46,20456.0,Student,8.1,23,3,0,72992.0,0.42,0
42,17725.0,Tourist,8.3,22,2,0,67581.0,0.62,0
53,1574.0,Student,6.9,5,2,0,29394.0,0.82,0
43,80869.0,Work,7.1,14,1,0,49898.0,0.65,0
55,20392.0,Work,7.5,14,2,0,26671.0,0.57,0
18,11442.0,Work,8.4,2,2,0,66405.0,0.31,0
37,32296.0,Work,4.2,3,3,0,195977.0,0.85,0
45,6212.0,Student,6.8,23,2,0,28125.0,0.8,0
33,11804.0,Work,5.8,16,1,0,39711.0,0.94,0
34,25884.0,Student,8.2,12,2,0,43835.0,0.93,0
57,7960.0,Work,4.7,1,3,0,6748.0,0.9,1
45,1866.0,Work,8.5,0,1,0,21684.0,0.55,0
29,1462.0,Work,4.6,19,1,0,5376.0,0.6,0
44,42985.0,Work,4.4,5,1,0,50274.0,0.95,0
59,21022.0,Student,5.7,4,3,0,14176.0,0.4,1
47,19936.0,Student,9.0,5,1,0,69659.0,0.32,0
58,3856.0,Student,7.2,17,1,0,284741.0,0.75,0
51,21358.0,Tourist,4.1,20,3,0,135064.0,0.53,0
54,12080.0,Tourist,5.2,0,3,1,40829.0,0.44,1
23,8954.0,Tourist,4.7,12,1,0,61581.0,0.6,0
24,19681.0,Student,4.0,5,1,1,1920.0,0.47,1
49,34360.0,Work,6.6,19,2,0,24103.0,0.49,0
49,304022.0,Work,5.9,11,1,1,52708.0,0.45,1
42,51428.0,Work,7.1,9,2,0,18741.0,0.83,0
50,79725.0,Work,5.1,24,2,0,13733.0,0.97,0
24,115495.0,Student,8.2,18,2,0,9779.0,0.75,0
29,7002.0,Work,5.9,2,2,0,24439.0,0.69,0
33,13612.0,Work,6.4,14,1,0,46758.0,0.92,0
33,5668.0,Student,7.7,24,1,0,47586.0,0.32,0
53,7921.0,Tourist,4.8,13,1,0,26802.0,0.45,0
30,11587.0,Work,5.3,3,2,0,17936.0,0.62,0
24,7643.0,Work,4.8,6,2,0,56393.0,0.37,0
53,30827.0,Work,7.8,9,3,0,4424.0,0.58,0
26,42162.0,Work,4.5,13,3,0,15303.0,0.57,0
49,3105.0,Student,6.4,1,3,0,27804.0,0.96,0
28,13792.0,Work,7.7,0,1,0,8465.0,0.41,1
25,14021.0,Student,6.5,15,1,0,52925.0,0.63,0
50,2420.0,Tourist,6.5,15,3,0,55223.0,0.38,1
40,6980.0,Student,4.3,12,2,0,200583.0,0.85,0
42,81648.0,Student,7.9,0,3,0,427634.0,0.82,0
25,80087.0,Tourist,7.0,5,1,1,37808.0,0.98,0
39,1913.0,Student,7.3,3,1,0,36794.0,0.55,0
21,44721.0,Student,7.8,1,1,0,19766.0,0.99,0
57,2427.0,Tourist,6.8,6,3,0,72107.0,0.79,1
20,12062.0,Student,6.5,23,1,0,265053.0,0.36,0
46,19035.0,Student,7.3,13,1,0,27790.0,0.33,0
58,68129.0,Student,8.5,22,2,0,13318.0,0.39,0
46,16952.0,Tourist,7.2,24,3,0,63592.0,0.3,0
51,4814.0,Student,7.9,0,3,0,83072.0,0.79,0
51,3730.0,Work,6.4,9,1,0,95013.0,0.97,0
45,28339.0,Student,6.9,5,3,0,120554.0,0.33,0
30,8513.0,Student,4.9,7,1,0,29217.0,0.44,1
32,11932.0,Student,6.4,8,1,0,28376.0,0.97,0
40,94438.0,Tourist,4.7,10,1,0,2416765.0,0.47,0
43,42292.0,Work,6.3,23,2,0,4143.0,0.9,0
21,238076.0,Student,4.3,5,1,0,152663.0,0.44,0
43,4782.0,Student,6.9,7,3,0,26036.0,0.98,0
57,7602.0,Work,5.4,23,3,0,8952.0,0.57,1
26,29014.0,Work,8.2,15,1,0,25412.0,0.79,0
22,337121.0,Student,5.9,16,3,0,5580.0,0.96,0
49,6686.0,Student,8.6,23,3,0,29354.0,0.49,1
37,23333.0,Work,6.4,6,2,0,33180.0,0.6,0
28,159827.0,Work,8.2,7,2,0,35425.0,0.49,0
32,23739.0,Student,5.5,7,3,0,45909.0,0.64,0
49,101723.0,Student,6.3,9,2,0,30527.0,0.93,0
45,415083.0,Work,7.2,21,3,0,41849.0,0.44,0
39,34293.0,Student,5.3,8,1,0,70034.0,0.67,0
58,43815.0,Student,7.3,18,1,0,637284.0,0.41,0
34,67132.0,Work,5.4,9,2,0,181463.0,0.58,0
43,5673.0,Work,6.4,16,1,0,22605.0,0.44,0
24,2387.0,Work,4.1,8,1,0,207272.0,0.46,0
59,27936.0,Work,4.4,13,3,0,19650.0,0.63,1
43,8624.0,Work,5.1,1,1,0,12618.0,0.82,0
42,106845.0,Student,8.0,2,1,0,6406.0,0.39,0
27,35293.0,Student,7.3,19,1,0,104316.0,0.85,0
36,104164.0,Student,8.5,23,1,0,555289.0,0.99,0
28,3632.0,Tourist,8.5,8,1,0,77513.0,0.51,0
30,98944.0,Work,5.9,18,3,1,30300.0,0.44,1
25,701.0,Student,5.8,17,2,0,316946.0,0.32,0
57,4108.0,Student,8.2,17,2,0,37781.0,0.44,1
21,56861.0,Work,6.1,10,2,0,251926.0,0.72,0
48,10365.0,Student,8.3,8,1,0,17670.0,0.89,0
45,11975.0,Work,6.5,11,3,0,47869.0,0.3,1
28,25870.0,Tourist,6.1,7,3,0,201750.0,0.74,0
18,185894.0,Student,5.4,17,1,0,36520.0,0.4,0
55,1233.0,Student,4.6,7,1,1,19459.0,0.86,1
41,143352.0,Student,6.6,3,2,0,20894.0,0.45,0
48,156559.0,Student,5.6,5,2,0,40132.0,0.35,0
58,10337.0,Work,5.2,20,1,0,377278.0,0.99,0
43,7767.0,Student,4.8,15,1,0,31081.0,0.63,0
22,18454.0,Work,5.9,20,2,0,12609.0,0.56,0
37,7523.0,Work,6.8,12,3,0,26176.0,0.7,0
58,36944.0,Tourist,8.2,15,1,0,17558.0,0.69,0
28,44915.0,Work,8.1,22,2,0,75656.0,0.33,0
50,2141.0,Student,8.3,23,2,1,15787.0,0.54,1
55,5538.0,Student,6.9,20,2,0,143909.0,0.73,0
44,3723.0,Work,6.8,19,3,0,10469.0,0.96,0
51,30395.0,Student,8.5,17,2,0,475706.0,0.76,0
32,81511.0,Student,5.4,20,2,0,90934.0,0.42,0
49,4402.0,Tourist,4.7,7,3,0,8130.0,0.31,1
38,80653.0,Student,4.4,0,1,0,47961.0,0.85,0
22,5502.0,Student,8.4,5,2,0,312175.0,0.88,0
23,64727.0,Tourist,5.9,17,1,0,35444.0,0.43,0
55,14392.0,Student,6.5,1,2,1,8091.0,0.52,1
39,11355.0,Student,8.0,7,1,0,72100.0,0.85,0
35,122232.0,Student,5.9,5,1,0,61847.0,0.78,0
31,321752.0,Work,8.3,5,3,0,15662.0,0.39,0
27,1197.0,Tourist,5.6,21,2,0,60328.0,0.76,0
30,54131.0,Work,7.7,24,3,0,87383.0,0.8,0
48,28739.0,Student,7.3,13,3,0,8951.0,0.99,0
47,59090.0,Student,5.0,2,3,1,2989.0,0.92,1
20,2546.0,Work,4.6,17,1,0,196665.0,0.33,0
47,4331.0,Work,4.6,4,2,0,17338.0,0.37,0
23,8045.0,Work,7.3,21,3,0,85341.0,0.58,0
46,30321.0,Work,4.1,24,1,0,11353.0,0.52,0
25,7339.0,Tourist,7.3,15,3,0,12140.0,0.37,1
50,13568.0,Student,7.9,24,3,0,413370.0,0.83,0
34,76557.0,Student,5.5,17,2,0,75737.0,0.5,0
28,476023.0,Tourist,7.7,8,2,0,53766.0,0.89,0
30,68789.0,Student,4.8,24,1,1,13500.0,0.55,1
28,79945.0,Student,8.8,21,2,0,136336.0,0.82,0
48,16768.0,Work,5.2,0,1,0,60028.0,0.45,0
45,5791.0,Student,6.4,10,1,0,120437.0,0.63,0
23,13508.0,Student,8.9,7,3,0,12083.0,0.69,0
58,20194.0,Tourist,8.5,7,2,1,117340.0,0.61,1
33,3865.0,Student,7.3,23,3,0,13345.0,0.84,0
21,74808.0,Work,5.8,12,3,0,6656.0,0.76,0
52,215168.0,Student,7.5,7,1,0,305334.0,0.71,0
43,26466.0,Tourist,6.3,15,1,0,123260.0,0.46,0
29,111984.0,Student,4.5,20,2,0,58574.0,0.67,0
28,134948.0,Work,8.0,17,3,0,69814.0,0.79,0
54,4666.0,Student,8.4,8,3,0,7477.0,0.96,0
42,1625.0,Work,6.0,11,2,0,118169.0,0.4,0
35,10420.0,Work,7.3,21,2,0,15803.0,0.91,0
36,25434.0,Student,4.2,2,2,0,224661.0,0.38,0
40,3662.0,Student,5.0,0,2,0,35126.0,0.78,0
55,185969.0,Work,6.9,20,3,0,35652.0,0.75,0
35,409709.0,Student,5.4,19,3,0,42469.0,0.91,0
43,28819.0,Tourist,8.7,19,3,0,7042.0,0.34,0
23,5051.0,Student,8.2,8,3,0,38780.0,0.92,0
21,45681.0,Work,7.3,21,2,0,19332.0,0.53,0
46,5027.0,Tourist,9.0,7,1,0,47760.0,0.64,0
51,122350.0,Student,5.2,24,2,0,3570.0,0.9,0
34,15566.0,Student,8.6,12,1,0,241636.0,0.68,0
33,65570.0,Student,5.5,16,1,0,67342.0,0.54,0
19,85208.0,Tourist,7.0,22,2,0,20534.0,0.85,0
51,49362.0,Work,6.2,6,1,0,13420.0,0.35,0
25,320591.0,Work,6.2,14,2,0,126511.0,0.77,0
30,28779.0,Student,7.8,13,1,0,6635.0,0.3,0
59,10355.0,Student,5.7,24,2,0,16623.0,0.33,1
25,941.0,Work,6.5,15,2,0,16730.0,0.97,0
47,716.0,Tourist,5.1,16,3,0,16200.0,0.63,0
49,58575.0,Student,7.8,15,2,0,23011.0,0.34,0
53,16718.0,Work,6.8,17,3,0,12868.0,0.92,0
47,6483.0,Student,5.3,13,2,0,9881.0,0.38,1
18,4143.0,Work,5.3,5,3,0,105301.0,0.32,1
56,66932.0,Student,5.5,19,3,0,121882.0,0.57,1
34,5038.0,Work,7.5,20,1,0,91670.0,0.41,0
37,254229.0,Tourist,7.0,14,3,0,20928.0,0.35,0
41,748989.0,Work,8.1,4,1,0,29685.0,0.46,0
39,5710.0,Tourist,6.9,16,2,0,15552.0,0.34,0
46,60158.0,Student,5.5,0,1,0,60566.0,0.57,0
39,42618.0,Tourist,8.8,12,3,0,77934.0,0.94,0
26,5007.0,Tourist,8.4,6,2,0,5516.0,0.49,0
54,5049.0,Student,5.4,18,2,0,42944.0,0.81,0
27,18327.0,Work,8.6,20,2,0,47841.0,0.35,0
53,3993.0,Tourist,7.6,23,1,1,95710.0,0.32,1
54,113197.0,Student,6.1,4,1,0,17765.0,0.46,0
45,15227.0,Work,6.3,8,2,1,9965.0,0.8,0
45,4101.0,Work,6.2,3,1,0,26166.0,0.46,0
59,19274.0,Student,8.0,6,1,0,110493.0,0.37,0
38,44340.0,Work,4.9,12,1,0,18789.0,0.57,0
41,7430.0,Student,4.3,7,1,0,6842.0,0.75,0
59,1108.0,Student,6.5,22,1,0,6037.0,0.8,0
57,26624.0,Work,5.5,3,2,0,36971.0,0.37,0
19,3549.0,Work,6.8,7,2,0,61334.0,0.4,0
25,6697.0,Tourist,8.9,15,1,0,301085.0,0.31,0
44,44518.0,Work,7.4,12,2,0,35263.0,0.95,0
39,9119.0,Work,8.8,9,1,0,60692.0,0.6,0
54,17825.0,Work,7.7,13,1,0,53499.0,0.3,0
44,194770.0,Work,4.4,19,1,0,47970.0,0.75,0
46,12990.0,Tourist,8.4,9,1,0,57684.0,0.79,0
20,456788.0,Work,5.0,12,2,0,5487.0,0.53,0
30,66828.0,Work,8.3,7,2,1,59119.0,0.32,1
27,5448.0,Student,7.7,23,2,0,36936.0,1.0,0
53,10780.0,Tourist,8.2,19,2,0,303252.0,0.51,0
26,3314.0,Work,5.3,4,3,0,57923.0,0.36,1
44,57307.0,Student,8.0,20,3,0,25706.0,0.97,0
51,160616.0,Work,7.1,20,2,1,5098.0,0.45,1
18,12867.0,Work,4.4,18,1,0,85533.0,0.75,0
49,1350.0,Student,8.4,12,1,0,127668.0,0.65,0
42,37824.0,Work,8.4,1,2,0,76235.0,0.85,0
46,6045.0,Student,6.9,15,3,0,342863.0,0.38,1
24,7586.0,Work,6.3,13,3,0,8485.0,0.83,0
20,35147.0,Student,6.0,16,1,0,12898.0,0.61,0
37,139801.0,Student,7.0,2,1,0,37585.0,0.4,0
37,66786.0,Student,8.2,15,3,0,58966.0,0.76,0
47,41951.0,Work,6.8,8,2,0,68545.0,0.93,0
52,17398.0,Student,4.6,6,2,0,67564.0,0.53,0
52,3039.0,Tourist,5.5,1,1,0,19799.0,0.84,0
56,37120.0,Student,7.3,10,3,1,116865.0,0.4,1
44,64640.0,Tourist,7.2,23,1,0,21018.0,0.99,0
43,9022.0,Work,6.6,10,3,0,28979.0,0.79,0
31,12714.0,Tourist,5.2,13,2,0,5014.0,0.69,0
34,116434.0,Student,5.4,15,2,1,100580.0,0.63,1
35,12226.0,Student,6.4,7,2,1,8693.0,0.76,1
46,14679.0,Work,6.0,22,2,0,41456.0,0.85,0
37,19291.0,Work,5.6,21,1,0,17219.0,0.39,0
44,59775.0,Student,8.1,14,1,0,13879.0,0.76,0
35,34201.0,Student,6.5,15,3,0,76862.0,0.94,0
21,30604.0,Work,6.5,1,2,0,93530.0,0.49,0
18,214659.0,Student,6.1,3,2,0,12056.0,0.84,0
18,11917.0,Student,7.4,0,1,0,320412.0,0.37,0
43,5293.0,Work,4.9,6,2,0,8154.0,0.93,0
37,102043.0,Work,8.7,10,1,0,4042.0,0.33,0
40,31145.0,Tourist,4.5,17,3,0,5000.0,0.31,0
27,9101.0,Student,7.6,21,1,0,85861.0,0.56,0
28,12838.0,Work,7.5,24,1,0,4828.0,0.67,0
58,3259.0,Student,4.6,4,2,0,208436.0,0.62,1
58,31180.0,Student,9.0,4,1,0,72277.0,0.43,0
22,2460.0,Work,4.2,19,1,0,1163694.0,0.86,0
18,61270.0,Work,5.8,16,3,0,39855.0,0.79,0
34,10061.0,Tourist,6.1,3,3,0,9997.0,0.91,0
39,2722.0,Work,8.0,8,1,0,38842.0,0.31,0
